deal id,proposed ticker,company name,proposed exchange,proposed share price,shares offered,date,year,month,dollar value of offering,,,Year,Count
112437-39796,XRTX,XYRATEX GROUP LTD,Nasdaq National Market,14,"6,956,522",2004-06-24T00:00:00+03:00,2004,6,"$97,391,308",,,,
638017-40042,XRTX,XYRATEX LTD,Nasdaq National Market,14,"6,956,522",2004-06-24T00:00:00+03:00,2004,6,"$97,391,308",,,,
637897-39779,GOL,Gol Intelligent Airlines Inc.,New York Stock Exchange,17,"11,898,000",2004-06-24T00:00:00+03:00,2004,6,"$202,266,000",,,,
159140-36918,CRM,"SALESFORCE.COM, INC.",New York Stock Exchange,11,"10,000,000",2004-06-23T00:00:00+03:00,2004,6,"$110,000,000",,,,
626171-38181,WCAA,WCA WASTE CORP,Nasdaq National Market,9.5,"9,000,000",2004-06-23T00:00:00+03:00,2004,6,"$85,500,000",,,,
84222-38589,SNMX,SENOMYX INC,Nasdaq National Market,6,"6,000,000",2004-06-22T00:00:00+03:00,2004,6,"$36,000,000",,,,
407779-38257,MNTA,MOMENTA PHARMACEUTICALS INC,Nasdaq National Market,6.5,"5,350,000",2004-06-22T00:00:00+03:00,2004,6,"$34,775,000",,,,
123444-38871,CLRK,COLOR KINETICS INC,Nasdaq National Market,10,"4,000,000",2004-06-22T00:00:00+03:00,2004,6,"$40,000,000",,,,
627044-38325,JTX,JACKSON HEWITT TAX SERVICE INC,New York Stock Exchange,17,"37,500,000",2004-06-22T00:00:00+03:00,2004,6,"$637,500,000",,,,
95918-38140,BBBB,BLACKBOARD INC,Nasdaq National Market,14,"5,500,000",2004-06-18T00:00:00+03:00,2004,6,"$77,000,000",,,,
55475-39010,RTSX,"RADIATION THERAPY SERVICES, INC.",Nasdaq National Market,13,"5,500,000",2004-06-18T00:00:00+03:00,2004,6,"$71,500,000",,,,
9390-38811,CCPCN,EOS Preferred Corp,Nasdaq National Market,25,"1,500,000",2004-06-17T00:00:00+03:00,2004,6,"$37,500,000",,,,
618260-37520,IFO,"Simply, Inc.",American Stock Exchange,6,"2,000,000",2004-06-17T00:00:00+03:00,2004,6,"$12,000,000",,,,
626615-38244,KAR,ADESA INC,New York Stock Exchange,24,"6,250,000",2004-06-16T00:00:00+03:00,2004,6,"$150,000,000",,,,
378320-38494,LDIS,LEADIS TECHNOLOGY INC,Nasdaq National Market,14,"6,000,000",2004-06-16T00:00:00+03:00,2004,6,"$84,000,000",,,,
142628-37572,MBRX,METABASIS THERAPEUTICS INC,Nasdaq National Market,7,"5,000,000",2004-06-16T00:00:00+03:00,2004,6,"$35,000,000",,,,
13467-37846,DQU.H,DUQUESNE LIGHT CO,New York Stock Exchange,50,"1,500,000",2004-06-14T00:00:00+03:00,2004,6,"$75,000,000",,,,
90024-38426,DRAD,"STAR EQUITY HOLDINGS, INC.",Nasdaq National Market,12,"5,500,000",2004-06-10T00:00:00+03:00,2004,6,"$66,000,000",,,,
85741-37821,CBG,"CBRE GROUP, INC.",New York Stock Exchange,19,"24,000,000",2004-06-10T00:00:00+03:00,2004,6,"$456,000,000",,,,
636727-39631,PDSN,POWERDSINE LTD,Nasdaq National Market,11.5,"6,000,000",2004-06-10T00:00:00+03:00,2004,6,"$69,000,000",,,,
612824-38104,INHX,"INHIBITEX, INC.",Nasdaq National Market,7,"5,000,000",2004-06-04T00:00:00+03:00,2004,6,"$35,000,000",,,,
622042-37804,GSL,GLOBAL SIGNAL INC,New York Stock Exchange,18,"7,000,000",2004-06-03T00:00:00+03:00,2004,6,"$126,000,000",,,,
635649-39516,ENS,EnerSys,New York Stock Exchange,12.5,"12,500,000",2004-07-30T00:00:00+03:00,2004,7,"$156,250,000",,,,
628127-38462,MHL,"MortgageIT Holdings, Inc.",New York Stock Exchange,12,"14,600,000",2004-07-30T00:00:00+03:00,2004,7,"$175,200,000",,,,
98511-39549,VLTR,VOLTERRA SEMICONDUCTOR CORP,Nasdaq National Market,8,"4,500,000",2004-07-29T00:00:00+03:00,2004,7,"$36,000,000",,,,
126000-39232,MNKD,MANNKIND CORP,Nasdaq National Market,14,"6,250,000",2004-07-28T00:00:00+03:00,2004,7,"$87,500,000",,,,
632021-39042,GKK,Gramercy Property Trust Inc.,New York Stock Exchange,15,"12,500,000",2004-07-28T00:00:00+03:00,2004,7,"$187,500,000",,,,
632572-39133,SHQCU,"EdgeWave, Inc.",OTCBB,6,"3,600,000",2004-07-27T00:00:00+03:00,2004,7,"$21,600,000",,,,
642334-40356,TOPT,TOP SHIPS INC.,Nasdaq National Market,11,"13,330,000",2004-07-23T00:00:00+03:00,2004,7,"$146,630,000",,,,
163841-39568,LMRA,LUMERA CORP,Nasdaq National Market,6.95,"6,000,000",2004-07-23T00:00:00+03:00,2004,7,"$41,700,000",,,,
377463-39050,AUXL,AUXILIUM PHARMACEUTICALS INC,Nasdaq National Market,7.5,"5,500,000",2004-07-23T00:00:00+03:00,2004,7,"$41,250,000",,,,
19990-38839,BUCY,BUCYRUS INTERNATIONAL INC,Nasdaq National Market,18,"10,750,000",2004-07-23T00:00:00+03:00,2004,7,"$193,500,000",,,,
623652-37871,BLKB,BLACKBAUD INC,Nasdaq National Market,8,"8,098,779",2004-07-22T00:00:00+03:00,2004,7,"$64,790,232",,,,
631255-39485,DEX,DEX MEDIA INC,New York Stock Exchange,19,"53,061,224",2004-07-22T00:00:00+03:00,2004,7,"$1,008,163,256",,,,
640909-40145,LPL,"LG Display Co., Ltd.",New York Stock Exchange,15,"49,920,000",2004-07-22T00:00:00+03:00,2004,7,"$748,800,000",,,,
107188-36856,IDIX,IDENIX PHARMACEUTICALS INC,Nasdaq National Market,14,"5,800,000",2004-07-22T00:00:00+03:00,2004,7,"$81,200,000",,,,
185949-38224,KBAY,KANBAY INTERNATIONAL INC,Nasdaq National Market,13,"7,150,000",2004-07-22T00:00:00+03:00,2004,7,"$92,950,000",,,,
635180-39461,NURO,"NeuroMetrix, Inc.",Nasdaq National Market,8,"3,000,000",2004-07-22T00:00:00+03:00,2004,7,"$24,000,000",,,,
633105-39199,MSSR,McCormick & Schmicks Seafood Restaurants Inc.,Nasdaq National Market,12,"6,000,000",2004-07-20T00:00:00+03:00,2004,7,"$72,000,000",,,,
411507-34134,MWIS,M WISE INC,OTCBB,0.16,"6,000,000",2004-07-20T00:00:00+03:00,2004,7,"$960,000",,,,
607688-39490,TLWT,VIRGIN MEDIA INC.,Nasdaq National Market,13.61,"110,000,000",2004-07-19T00:00:00+03:00,2004,7,"$1,497,100,000",,,,
634601-39384,QCCO,"QC Holdings, Inc.",Nasdaq National Market,14,"5,000,000",2004-07-16T00:00:00+03:00,2004,7,"$70,000,000",,,,
74297-38875,SRVY,GREENFIELD ONLINE INC,Nasdaq National Market,13,"5,000,000",2004-07-16T00:00:00+03:00,2004,7,"$65,000,000",,,,
79826-38723,XGEN,XENOGEN CORP,Nasdaq National Market,7,"4,200,000",2004-07-16T00:00:00+03:00,2004,7,"$29,400,000",,,,
610630-36896,FSL,FREESCALE SEMICONDUCTOR INC,New York Stock Exchange,13,"121,621,622",2004-07-16T00:00:00+03:00,2004,7,"$1,581,081,086",,,,
631234-38931,CFSI,COLLEGIATE FUNDING SERVICES INC,Nasdaq National Market,16,"9,375,000",2004-07-16T00:00:00+03:00,2004,7,"$150,000,000",,,,
150079-38326,PFWD,Phase Forward Inc,Nasdaq National Market,7.5,"5,250,000",2004-07-15T00:00:00+03:00,2004,7,"$39,375,000",,,,
95427-16402,SIPC,"IN VERITAS MEDICAL DIAGNOSTICS, INC.",OTCBB,0.15,"1,000,000",2004-07-14T00:00:00+03:00,2004,7,"$150,000",,,,
627912-38433,HMB,HOMEBANC CORP,New York Stock Exchange,7.5,"34,250,000",2004-07-14T00:00:00+03:00,2004,7,"$256,875,000",,,,
631090-38914,DPZ,DOMINOS PIZZA INC,New York Stock Exchange,14,"24,221,929",2004-07-13T00:00:00+03:00,2004,7,"$339,107,006",,,,
627946-38439,AFFM,AFFIRMATIVE INSURANCE HOLDINGS INC,Nasdaq National Market,14,"8,170,000",2004-07-09T00:00:00+03:00,2004,7,"$114,380,000",,,,
638412-39842,KONG,KONGZHONG CORP,Nasdaq National Market,10,"10,000,000",2004-07-09T00:00:00+03:00,2004,7,"$100,000,000",,,,
376651-38981,NETL,NETLOGIC MICROSYSTEMS INC,Nasdaq National Market,12,"5,775,000",2004-07-09T00:00:00+03:00,2004,7,"$69,300,000",,,,
627032-38321,HEP,HOLLY ENERGY PARTNERS LP,New York Stock Exchange,22.25,"6,100,000",2004-07-08T00:00:00+03:00,2004,7,"$135,725,000",,,,
622008-37797,WCG,"WELLCARE HEALTH PLANS, INC.",New York Stock Exchange,17,"7,333,333",2004-07-01T00:00:00+03:00,2004,7,"$124,666,661",,,,
634092-39336,ECST,ECOST COM INC,Nasdaq National Market,5.8,"3,465,000",2004-08-27T00:00:00+03:00,2004,8,"$20,097,000",,,,
637710-39741,CMAQU,China Mineral Acquisition CORP,OTCBB,6,"4,000,000",2004-08-25T00:00:00+03:00,2004,8,"$24,000,000",,,,
633170-39207,GOOG,GOOGLE INC.,Nasdaq National Market,85,"19,605,052",2004-08-19T00:00:00+03:00,2004,8,"$1,666,429,420",,,,
638947-39931,SNBT,SNB Bancshares Inc,Nasdaq National Market,10.5,"4,727,273",2004-08-18T00:00:00+03:00,2004,8,"$49,636,367",,,,
629153-38612,CNS,"COHEN & STEERS, INC.",New York Stock Exchange,13,"7,500,000",2004-08-13T00:00:00+03:00,2004,8,"$97,500,000",,,,
632472-39123,ACC,AMERICAN CAMPUS COMMUNITIES INC,New York Stock Exchange,17.5,"12,100,000",2004-08-12T00:00:00+03:00,2004,8,"$211,750,000",,,,
121633-39492,EUBK,EUROBANCSHARES INC,Nasdaq National Market,14,"3,894,988",2004-08-12T00:00:00+03:00,2004,8,"$54,529,832",,,,
635181-39463,EXR,Extra Space Storage Inc.,New York Stock Exchange,12.5,"20,200,000",2004-08-12T00:00:00+03:00,2004,8,"$252,500,000",,,,
634450-39359,STXS,"Stereotaxis, Inc.",Nasdaq National Market,8,"5,500,000",2004-08-12T00:00:00+03:00,2004,8,"$44,000,000",,,,
596340-39638,WLK,WESTLAKE CHEMICAL CORP,New York Stock Exchange,14.5,"11,764,706",2004-08-11T00:00:00+03:00,2004,8,"$170,588,237",,,,
630275-38771,KRG,KITE REALTY GROUP TRUST,New York Stock Exchange,13,"16,300,000",2004-08-11T00:00:00+03:00,2004,8,"$211,900,000",,,,
621461-37768,PLSB,PLACER SIERRA BANCSHARES,Nasdaq National Market,20,"5,730,000",2004-08-11T00:00:00+03:00,2004,8,"$114,600,000",,,,
631284-38944,WPTE,"Emerald Oil, Inc.",Nasdaq National Market,8,"4,000,000",2004-08-10T00:00:00+03:00,2004,8,"$32,000,000",,,,
643049-40437,ELOS,Syneron Medical Ltd.,Nasdaq National Market,12,"5,000,000",2004-08-06T00:00:00+03:00,2004,8,"$60,000,000",,,,
634113-39339,BMR,BioMed Realty Trust Inc,New York Stock Exchange,15,"27,000,000",2004-08-06T00:00:00+03:00,2004,8,"$405,000,000",,,,
31389-39025,NVT,NAVTEQ CORP,New York Stock Exchange,22,"40,000,000",2004-08-06T00:00:00+03:00,2004,8,"$880,000,000",,,,
636513-39603,CVGI,"Commercial Vehicle Group, Inc.",Nasdaq National Market,13,"9,250,000",2004-08-05T00:00:00+03:00,2004,8,"$120,250,000",,,,
75450-39400,RNOW,RIGHTNOW TECHNOLOGIES INC,Nasdaq National Market,7,"6,300,000",2004-08-05T00:00:00+03:00,2004,8,"$44,100,000",,,,
634141-39342,NRPH,NEW RIVER PHARMACEUTICALS INC,Nasdaq National Market,8,"4,200,000",2004-08-05T00:00:00+03:00,2004,8,"$33,600,000",,,,
125772-39464,CALL,FUZEBOX SOFTWARE Corp,Nasdaq National Market,10,"4,000,000",2004-09-30T00:00:00+02:00,2004,9,"$40,000,000",,,,
634971-39439,HCO,MPC CORP,American Stock Exchange,5.5,"1,800,000",2004-09-30T00:00:00+02:00,2004,9,"$9,900,000",,,,
106185-39121,PRS,PRIMUS GUARANTY LTD,New York Stock Exchange,13.5,"10,344,828",2004-09-30T00:00:00+02:00,2004,9,"$139,655,178",,,,
647382-40990,CPL,CPFL Energy INC,New York Stock Exchange,18,"9,499,136",2004-09-29T00:00:00+02:00,2004,9,"$170,984,448",,,,
79726-39362,NSTC,NESS TECHNOLOGIES INC,Nasdaq National Market,12,"11,672,000",2004-09-29T00:00:00+02:00,2004,9,"$140,064,000",,,,
379515-40321,JMDT,JAMDAT MOBILE INC,Nasdaq National Market,16,"5,550,000",2004-09-29T00:00:00+02:00,2004,9,"$88,800,000",,,,
642283-40347,JOBS,"51JOB, INC.",Nasdaq National Market,14,"5,250,000",2004-09-29T00:00:00+02:00,2004,9,"$73,500,000",,,,
75358-39702,WSSI,"VISUAL SCIENCES, INC.",Nasdaq National Market,8.5,"5,000,000",2004-09-28T00:00:00+02:00,2004,9,"$42,500,000",,,,
635582-39506,COGT,"Cogent, Inc.",Nasdaq National Market,12,"18,000,000",2004-09-24T00:00:00+02:00,2004,9,"$216,000,000",,,,
374262-39758,BECN,BEACON ROOFING SUPPLY INC,Nasdaq National Market,13,"13,500,000",2004-09-23T00:00:00+02:00,2004,9,"$175,500,000",,,,
642701-40402,VLLY,Valley Bancorp,Nasdaq National Market,18,"925,000",2004-09-23T00:00:00+02:00,2004,9,"$16,650,000",,,,
635445-39486,EEEE,EDUCATE INC,Nasdaq National Market,11,"15,000,000",2004-09-23T00:00:00+02:00,2004,9,"$165,000,000",,,,
622022-39759,SAXND,SAXON CAPITAL INC,Nasdaq National Market,22.75,"17,000,000",2004-09-21T00:00:00+03:00,2004,9,"$386,750,000",,,,
382946-39837,NEP,NEPHROS INC,American Stock Exchange,6,"2,100,000",2004-09-21T00:00:00+03:00,2004,9,"$12,600,000",,,,
613846-38397,BMM,"BIMINI CAPITAL MANAGEMENT, INC.",New York Stock Exchange,14.5,"5,000,000",2004-09-16T00:00:00+03:00,2004,9,"$72,500,000",,,,
630761-38851,STON,STONEMOR PARTNERS LP,Nasdaq National Market,20.5,"3,675,000",2004-09-15T00:00:00+03:00,2004,9,"$75,337,500",,,,
645189-40703,DLR,"DIGITAL REALTY TRUST, INC.",New York Stock Exchange,12,"20,000,000",2004-10-29T00:00:00+02:00,2004,10,"$240,000,000",,,,
651207-41543,MTL,Mechel PAO,New York Stock Exchange,21,"13,875,691",2004-10-29T00:00:00+02:00,2004,10,"$291,389,511",,,,
646301-40836,USS,U.S. Shipping Partners L.P.,New York Stock Exchange,22.25,"6,000,000",2004-10-29T00:00:00+02:00,2004,10,"$133,500,000",,,,
651773-41601,LONG,"eLong, Inc.",Nasdaq National Market,13.5,"4,602,547",2004-10-28T00:00:00+02:00,2004,10,"$62,134,385",,,,
641787-40275,RAQCU,"Rand Logistics, Inc.",OTCBB,6,"4,000,000",2004-10-28T00:00:00+02:00,2004,10,"$24,000,000",,,,
643604-40515,DWA,"DreamWorks Animation, LLC",New York Stock Exchange,28,"29,000,000",2004-10-28T00:00:00+02:00,2004,10,"$812,000,000",,,,
146361-40838,BBW,BUILD-A-BEAR WORKSHOP INC,New York Stock Exchange,20,"7,482,000",2004-10-28T00:00:00+02:00,2004,10,"$149,640,000",,,,
645097-40694,CLMS,"Calamos Asset Management, Inc. /DE/",Nasdaq National Market,18,"20,300,000",2004-10-28T00:00:00+02:00,2004,10,"$365,400,000",,,,
394907-40861,FOXH,"FOXHOLLOW TECHNOLOGIES, INC.",Nasdaq National Market,14,"4,500,000",2004-10-28T00:00:00+02:00,2004,10,"$63,000,000",,,,
638877-39923,GCT,GMH Communities Trust,New York Stock Exchange,12,"28,571,429",2004-10-28T00:00:00+02:00,2004,10,"$342,857,148",,,,
74516-38475,SHOP,SHOPPING COM LTD,Nasdaq National Market,18,"6,871,160",2004-10-26T00:00:00+02:00,2004,10,"$123,680,880",,,,
632055-39045,NRF,NORTHSTAR REALTY FINANCE CORP.,New York Stock Exchange,9,"20,000,000",2004-10-26T00:00:00+02:00,2004,10,"$180,000,000",,,,
645102-40696,YSI,CubeSmart,New York Stock Exchange,16,"25,000,000",2004-10-22T00:00:00+02:00,2004,10,"$400,000,000",,,,
634638-39389,TWGP,"Tower Group International, Ltd.",Nasdaq National Market,8.5,"13,000,000",2004-10-21T00:00:00+02:00,2004,10,"$110,500,000",,,,
423888-41551,TLVT,TELVENT GIT S A,Nasdaq National Market,9,"8,700,000",2004-10-21T00:00:00+02:00,2004,10,"$78,300,000",,,,
642031-40327,SHO,"Sunstone Hotel Investors, Inc.",New York Stock Exchange,17,"21,100,000",2004-10-21T00:00:00+02:00,2004,10,"$358,700,000",,,,
635265-39469,PED'U,SmartPros Ltd.,American Stock Exchange,12.75,"600,000",2004-10-21T00:00:00+02:00,2004,10,"$7,650,000",,,,
70919-40481,BDAY,"CELEBRATE EXPRESS, INC.",Nasdaq National Market,15.5,"3,200,000",2004-10-20T00:00:00+02:00,2004,10,"$49,600,000",,,,
78570-40570,VNUS,VNUS MEDICAL TECHNOLOGIES INC,Nasdaq National Market,15,"5,375,995",2004-10-20T00:00:00+02:00,2004,10,"$80,639,925",,,,
425067-40229,INCX,LOCAL Corp,Nasdaq SmallCap Market,8,"2,750,000",2004-10-19T00:00:00+02:00,2004,10,"$22,000,000",,,,
649966-41354,JRJC,China Finance Online Co. LTD,Nasdaq National Market,13,"6,200,000",2004-10-15T00:00:00+02:00,2004,10,"$80,600,000",,,,
153313-38259,CTRX,COTHERIX INC,Nasdaq National Market,6,"5,000,000",2004-10-15T00:00:00+02:00,2004,10,"$30,000,000",,,,
621075-39756,GGBM,GIGABEAM CORP,OTCBB,5.05,"1,300,000",2004-10-14T00:00:00+02:00,2004,10,"$6,565,000",,,,
633195-39210,LGBT,PLANETOUT INC,Nasdaq National Market,9,"4,650,000",2004-10-14T00:00:00+02:00,2004,10,"$41,850,000",,,,
626611-39452,GRU,Answers CORP,American Stock Exchange,5,"2,350,000",2004-10-13T00:00:00+02:00,2004,10,"$11,750,000",,,,
635178-39458,HURN,Huron Consulting Group Inc.,Nasdaq National Market,15.5,"5,000,000",2004-10-13T00:00:00+02:00,2004,10,"$77,500,000",,,,
620569-39274,BGF,"B&G Foods, Inc.",American Stock Exchange,15,"17,391,305",2004-10-08T00:00:00+02:00,2004,10,"$260,869,575",,,,
111781-39747,ILSE,INTRALASE CORP,Nasdaq National Market,13,"6,636,314",2004-10-07T00:00:00+02:00,2004,10,"$86,272,082",,,,
648452-41146,HTX,Hutchison Telecommunications International LTD,New York Stock Exchange,11.67,"69,300,000",2004-10-07T00:00:00+02:00,2004,10,"$808,731,000",,,,
637975-39790,GKIS,"PILGRIM'S PRIDE CORP OF GEORGIA, INC.",Nasdaq National Market,11,"12,000,000",2004-10-07T00:00:00+02:00,2004,10,"$132,000,000",,,,
389278-39632,NWY,"RTW Retailwinds, Inc.",New York Stock Exchange,17,"10,000,000",2004-10-07T00:00:00+02:00,2004,10,"$170,000,000",,,,
631491-38972,TPGI,THOMAS PROPERTIES GROUP INC,Nasdaq National Market,12,"14,285,714",2004-10-07T00:00:00+02:00,2004,10,"$171,428,568",,,,
40689-41628,CSBQ,SMARTFINANCIAL INC.,OTCBB,15,"500,000",2004-10-06T00:00:00+02:00,2004,10,"$7,500,000",,,,
628633-38536,ACFC,ATLANTIC COAST FEDERAL CORP,Nasdaq National Market,10,"5,819,000",2004-10-05T00:00:00+02:00,2004,10,"$58,190,000",,,,
638944-39930,PSBH,"PB BANCORP, INC.",Nasdaq National Market,10,"3,089,691",2004-10-05T00:00:00+02:00,2004,10,"$30,896,910",,,,
634451-39361,TXRH,"Texas Roadhouse, Inc.",Nasdaq National Market,17.5,"9,108,408",2004-10-05T00:00:00+02:00,2004,10,"$159,397,140",,,,
74452-39937,THRX,"Innoviva, Inc.",Nasdaq National Market,16,"6,150,000",2004-10-05T00:00:00+02:00,2004,10,"$98,400,000",,,,
634679-39396,PSPT,"PeopleSupport, Inc.",Nasdaq National Market,7,"6,818,182",2004-10-01T00:00:00+02:00,2004,10,"$47,727,274",,,,
638957-39936,SIFI,"SI Financial Group, Inc.",Nasdaq National Market,10,"5,025,500",2004-10-01T00:00:00+02:00,2004,10,"$50,255,000",,,,
640160-40045,NVSL,LIBERTY BANK,Nasdaq National Market,10,"3,269,881",2004-10-01T00:00:00+02:00,2004,10,"$32,698,810",,,,
632148-39060,NEW,NEW CENTURY FINANCIAL CORP,New York Stock Exchange,58,"13,500,000",2004-10-01T00:00:00+02:00,2004,10,"$783,000,000",,,,
634171-39345,EHP,"Eagle Hospitality Properties Trust, Inc.",New York Stock Exchange,9.75,"14,583,333",2004-10-01T00:00:00+02:00,2004,10,"$142,187,497",,,,
625929-41852,UAPH,UAP HOLDING CORP,Nasdaq National Market,16,"27,437,500",2004-11-23T00:00:00+02:00,2004,11,"$439,000,000",,,,
642738-40410,MPWR,MONOLITHIC POWER SYSTEMS INC,Nasdaq National Market,8.5,"5,500,000",2004-11-19T00:00:00+02:00,2004,11,"$46,750,000",,,,
645366-40730,PLAY,"PortalPlayer, Inc.",Nasdaq National Market,17,"6,250,000",2004-11-19T00:00:00+02:00,2004,11,"$106,250,000",,,,
644073-40569,CUAQU,China Unistone Acquisition CORP,OTCBB,6,"3,000,000",2004-11-19T00:00:00+02:00,2004,11,"$18,000,000",,,,
631004-38899,DRY,COINMACH SERVICE CORP,American Stock Exchange,13.64,"18,333,333",2004-11-19T00:00:00+02:00,2004,11,"$250,066,662",,,,
190805-38848,IWA,IOWA TELECOMMUNICATIONS SERVICES INC,New York Stock Exchange,19,"19,111,213",2004-11-18T00:00:00+02:00,2004,11,"$363,113,047",,,,
639011-39952,PRAI,PRA International,Nasdaq National Market,19,"6,000,000",2004-11-18T00:00:00+02:00,2004,11,"$114,000,000",,,,
644693-40626,SUAI,"Specialty Underwriters Alliance, Inc.",Nasdaq National Market,9.5,"12,700,000",2004-11-18T00:00:00+02:00,2004,11,"$120,650,000",,,,
107642-39950,INPC,INPHONIC INC,Nasdaq National Market,19,"7,500,000",2004-11-16T00:00:00+02:00,2004,11,"$142,500,000",,,,
652447-41702,CN,China Netcom Group CORP (Hong Kong) LTD,New York Stock Exchange,21.82,"47,069,300",2004-11-16T00:00:00+02:00,2004,11,"$1,027,052,126",,,,
647818-41039,NLC,Nalco Holding CO,New York Stock Exchange,15,"44,444,444",2004-11-11T00:00:00+02:00,2004,11,"$666,666,660",,,,
643611-40516,ORA,"ORMAT TECHNOLOGIES, INC.",New York Stock Exchange,15,"6,250,000",2004-11-11T00:00:00+02:00,2004,11,"$93,750,000",,,,
106778-39570,ZIPR,ZIPREALTY INC,Nasdaq National Market,13,"4,550,000",2004-11-10T00:00:00+02:00,2004,11,"$59,150,000",,,,
645045-40679,CPNO,"Copano Energy, L.L.C.",Nasdaq National Market,20,"5,000,000",2004-11-09T00:00:00+02:00,2004,11,"$100,000,000",,,,
652823-41746,ATB,Arlington Tankers Ltd.,New York Stock Exchange,20,"11,450,000",2004-11-05T00:00:00+02:00,2004,11,"$229,000,000",,,,
620891-37730,MKTX,MARKETAXESS HOLDINGS INC,Nasdaq National Market,11,"5,000,000",2004-11-05T00:00:00+02:00,2004,11,"$55,000,000",,,,
628451-38501,AIC,AAMES INVESTMENT CORP,New York Stock Exchange,8.5,"35,000,000",2004-11-02T00:00:00+02:00,2004,11,"$297,500,000",,,,
101013-41538,MKBY,"CGE ENERGY, INC.",OTCBB,1.5,"25,343,244",2004-12-23T00:00:00+02:00,2004,12,"$38,014,866",,,,
647851-41043,OSHC,OCEAN SHORE HOLDING CO,Nasdaq National Market,10,"3,835,250",2004-12-22T00:00:00+02:00,2004,12,"$38,352,500",,,,
92069-41014,WRES,WARREN RESOURCES INC,Nasdaq National Market,7.5,"9,500,000",2004-12-17T00:00:00+02:00,2004,12,"$71,250,000",,,,
648834-41199,MDH,Sotherly Hotels Inc.,American Stock Exchange,10,"6,000,000",2004-12-17T00:00:00+02:00,2004,12,"$60,000,000",,,,
638950-39932,ABBC,"Abington Community Bancorp, Inc.",Nasdaq National Market,10,"7,141,500",2004-12-17T00:00:00+02:00,2004,12,"$71,415,000",,,,
646575-40874,AEA,"Advance America, Cash Advance Centers, Inc.",New York Stock Exchange,15,"21,500,000",2004-12-16T00:00:00+02:00,2004,12,"$322,500,000",,,,
171131-40390,ARBX,ARBINET Corp,Nasdaq National Market,17.5,"6,535,405",2004-12-16T00:00:00+02:00,2004,12,"$114,369,588",,,,
646595-40886,FMP,"Trade Street Residential, Inc.",New York Stock Exchange,13,"10,666,667",2004-12-16T00:00:00+02:00,2004,12,"$138,666,671",,,,
376840-41531,HLF,HERBALIFE NUTRITION LTD.,New York Stock Exchange,14,"14,500,000",2004-12-16T00:00:00+02:00,2004,12,"$203,000,000",,,,
639265-39986,IBI,"INTERLINE BRANDS, INC./DE",New York Stock Exchange,15,"12,500,000",2004-12-16T00:00:00+02:00,2004,12,"$187,500,000",,,,
645384-40737,KMA,KMG America CORP,New York Stock Exchange,9.5,"18,900,000",2004-12-16T00:00:00+02:00,2004,12,"$179,550,000",,,,
638579-41007,MIC,Macquarie Infrastructure CO Trust,New York Stock Exchange,25,"21,400,000",2004-12-16T00:00:00+02:00,2004,12,"$535,000,000",,,,
645046-40680,OLED,"Cambridge Display Technology, Inc.",Nasdaq National Market,12,"2,500,000",2004-12-16T00:00:00+02:00,2004,12,"$30,000,000",,,,
634779-42136,OTT,OTELCO TELECOMMUNICATIONS LLC,American Stock Exchange,15.2,"8,659,000",2004-12-16T00:00:00+02:00,2004,12,"$131,616,800",,,,
617470-41720,SFC,SPIRIT FINANCE CORPORATION,New York Stock Exchange,11,"26,086,957",2004-12-16T00:00:00+02:00,2004,12,"$286,956,527",,,,
646341-40840,WOLF,"Great Wolf Resorts, Inc.",Nasdaq National Market,17,"14,000,000",2004-12-15T00:00:00+02:00,2004,12,"$238,000,000",,,,
656308-42262,NCTY,The9 LTD,Nasdaq National Market,17,"6,075,000",2004-12-15T00:00:00+02:00,2004,12,"$103,275,000",,,,
648612-41165,LVS,LAS VEGAS SANDS CORP,New York Stock Exchange,29,"23,809,524",2004-12-15T00:00:00+02:00,2004,12,"$690,476,196",,,,
201611-41283,ORNG,Spy Inc.,Nasdaq National Market,8.75,"3,480,000",2004-12-14T00:00:00+02:00,2004,12,"$30,450,000",,,,
177-41216,KNL,KNOLL INC,New York Stock Exchange,15,"11,045,348",2004-12-14T00:00:00+02:00,2004,12,"$165,680,220",,,,
652148-41656,ISHPU,"INTERNATIONAL SHIPPING ENTERPRISES, INC.",OTCBB,6,"28,500,000",2004-12-14T00:00:00+02:00,2004,12,"$171,000,000",,,,
